segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff
Bed005.segment.1;10.777;12.227;10.8;11.525;['49.8040470612', '12.5608408163', '4.3554915', '1.85083109375', '8.13548573469', '5.60786923967', '25.7642391985', '31.0845149961'];-1.4269999999999996;True;[[0.6051843]];0.0;0.0;-0.09409000000000001
Bed005.segment.5;14.148;14.858;16.261;17.266;[];1.4029999999999987;True;[[0.8753678]];0.0;0.0;0.0
Bed005.segment.7;17.56;18.25;18.727;24.014;['61.2660615046'];0.4770000000000003;False;[[0.37684482]];0.0;0.0;-0.15464
Bed005.segment.10;18.727;24.014;19.796;21.47;[];-4.218;True;[[0.85447586]];0.0;0.0;0.0
Bed005.segment.13;24.304;29.91;24.69;25.48;[];-5.219999999999999;True;[[0.88304675]];0.0;0.0;0.0
Bed005.segment.15;30.16;37.94;38.37;43.188;[];0.4299999999999997;False;[[0.86350316]];0.0;0.0;0.0
Bed005.segment.16;38.37;43.188;40.761;42.529;[];-2.427;True;[[0.8903233]];0.0;0.0;0.0
Bed005.segment.19;43.479;48.527;47.359;90.459;[];-1.1679999999999993;True;[[0.9224984]];0.0;0.0;0.0
Bed005.segment.21;49.1;56.605;54.03;54.072;[];-2.574999999999996;True;[[0.78043866]];0.0;0.0;0.0
Bed005.segment.24;56.882;64.001;64.426;69.28;[];0.4249999999999971;False;[[0.8106524]];0.0;0.0;0.0
Bed005.segment.25;64.426;69.28;70.089;72.059;[];0.8089999999999975;True;[[0.32008523]];0.0;0.0;0.0
Bed005.segment.26;70.089;72.059;80.968;83.748;['6.69225673554', '9.90341714793', '51.3728314132', '43.4058104379', '54.7271236686', '25.0160148437', '53.2125046', '45.37158504', '56.2577465', '0.815728979592', '54.3653322187'];8.909000000000006;True;[[0.6652579]];0.0;-0.7511499999999999;-0.34026999999999996
Bed005.segment.27;80.968;83.748;83.685;84.695;['26.46953307', '3.31425481481', '40.2853379504', '2.72891176', '5.731726875', '0.45614076', '1.10082439', '17.22852485', '21.5588633564', '28.4663800972', '40.0038081944'];-0.0630000000000023;True;[[0.6279314]];0.0;-0.11114000000000002;-0.44802
Bed005.segment.28;83.685;84.695;85.876;91.455;['45.9841205833'];1.1810000000000116;False;[[0.51883996]];0.0;0.0;-0.33687999999999996
Bed005.segment.29;85.876;91.455;91.759;98.578;[];0.304000000000002;False;[[0.79346335]];0.0;0.0;0.0
Bed005.segment.30;91.759;98.578;92.492;98.138;[];-6.085999999999999;True;[[0.91921556]];0.0;0.0;0.0
Bed005.segment.33;98.874;104.353;103.41;105.678;[];-0.9429999999999978;True;[[0.74771047]];0.0;0.0;0.0
Bed005.segment.35;104.86;109.461;109.937;115.731;[];0.4759999999999991;False;[[0.9516945]];0.0;0.0;0.0
Bed005.segment.36;109.937;115.731;114.187;145.172;[];-1.543999999999997;True;[[0.8241091]];0.0;0.0;0.0
Bed005.segment.38;116.15;123.998;120.77;121.83;[];-3.2280000000000086;True;[[0.87441075]];0.0;0.0;0.0
Bed005.segment.41;124.32;130.932;126.31;129.767;[];-4.621999999999986;True;[[0.92213273]];0.0;0.0;0.0
Bed005.segment.43;131.296;137.56;140.12;141.37;[];2.5600000000000023;True;[[0.45285398]];1.0;0.0;0.0
Bed005.segment.45;140.12;141.37;142.23;146.46;['60.9030595102', '6.6214402', '67.0691492189', '23.3489973542', '70.5559809584'];0.8599999999999852;True;[[0.96003515]];0.0;0.0;0.19049000000000005
Bed005.segment.46;142.23;146.46;144.46;145.57;[];-2.0;True;[[0.4439577]];0.0;0.0;0.0
Bed005.segment.48;144.51;153.3;145.11;145.93;[];-8.189999999999998;True;[[0.45241752]];0.0;0.0;0.0
Bed005.segment.49;145.11;145.93;145.172;147.015;['22.6317665', '3.832011', '5.4138784898', '50.3133268229', '26.0462532893'];-0.7580000000000098;True;[[0.5705898]];0.0;0.0;-0.27117
Bed005.segment.53;153.3;155.47;155.644;158.121;[];0.1740000000000066;False;[[0.5146345]];0.0;0.0;0.0
Bed005.segment.54;155.644;158.121;158.121;164.536;[];0.0;False;[[0.37151027]];0.0;0.0;0.0
Bed005.segment.55;158.121;164.536;158.38;159.97;[];-6.156000000000006;True;[[0.5146052]];0.0;0.0;0.0
Bed005.segment.58;164.536;167.598;166.68;168.154;[];-0.9180000000000064;True;[[0.46115255]];0.0;0.0;0.0
Bed005.segment.60;167.598;171.773;171.813;175.003;[];0.039999999999992;False;[[0.7170142]];0.0;0.0;0.0
Bed005.segment.61;171.813;175.003;175.59;180.304;['74.5238226391', '38.2519119303', '25.6249809418', '1.65227907438', '76.8979346719', '54.6780021796', '52.6774113113', '59.7796614768'];0.5870000000000175;False;[[0.7083118]];0.0;0.0;-0.15908
Bed005.segment.62;175.59;180.304;180.354;181.124;[];0.0500000000000113;False;[[0.60625803]];0.0;0.0;0.0
Bed005.segment.63;180.354;181.124;181.654;190.601;['54.3311387907'];0.5300000000000011;False;[[0.11528482]];0.0;0.0;-4.0000000000040004e-05
Bed005.segment.64;181.654;190.601;188.56;189.31;[];-2.040999999999997;True;[[0.23513734]];0.0;0.0;0.0
Bed005.segment.66;190.601;192.406;192.446;198.906;[];0.039999999999992;False;[[0.36253223]];0.0;0.0;0.0
Bed005.segment.67;192.446;198.906;192.62;193.34;['28.4483722768', '4.50766952066', '31.104298125', '30.0751495556', '59.9382680556', '4.31244926471', '59.040144085', '16.1000472016', '63.411672512', '55.6231346367', '4.45270103704', '49.6300246259', '42.2608920143', '58.1917902857', '4.14722827219', '12.751055929', '12.795476483', '2.79351576033', '9.91689255782', '19.6314853183'];-6.286000000000001;True;[[0.36357868]];0.0;0.7744600000000001;0.2545200000000001
Bed005.segment.69;199.366;200.696;201.271;201.801;['55.0387516371', '8.11165292562', '56.7999761875', '7.23334987654', '14.9107778408', '31.1408784877'];0.5749999999999886;False;[[0.5807438]];0.0;0.32515000000000005;-0.049350000000000005
Bed005.segment.70;201.271;201.801;201.302;204.19;['49.0896611806', '6.09863925', '6.0986415', '31.6543603045'];-0.4989999999999952;True;[[0.4534749]];0.0;0.0;0.32019
Bed005.segment.71;201.302;204.19;202.972;210.222;[];-1.217999999999989;True;[[0.59487224]];0.0;0.0;0.0
Bed005.segment.72;202.972;210.222;210.265;214.402;['67.1021859962', '41.155163695', '50.8857035372', '17.3044588333', '44.0892489375', '48.43536875', '55.3562560928', '54.2536488648', '88.4906649941', '70.3888076352', '8.40745120408', '11.5883212099', '56.0209485413', '55.4956513567', '56.2840135924', '61.5947473611', '63.7155232083', '9.15870777163', '54.6133563673', '44.017575785'];0.0429999999999779;False;[[0.18826449]];0.0;-0.75338;-0.30391
