segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff
Bed014.segment.2;4.819;5.799;5.927;7.615;['94.6741289983'];0.1279999999999992;False;0.43162367;0.0;-0.02349000000000001;0.1927399999999999
Bed014.segment.4;21.993;23.133;23.9;24.237;['45.949047017', '20.218744644', '63.7002888581', '56.3461780473'];0.7669999999999995;False;0.45163968;0.0;-0.04947999999999997;0.14325999999999994
Bed014.segment.5;23.9;24.237;25.227;25.603;['94.6741289983', '45.949047017', '20.218744644', '63.7002888581', '56.3461780473', '35.3922809388'];0.990000000000002;True;0.72822595;0.0;-0.31705;-0.6133299999999999
Bed014.segment.8;28.41;29.86;30.67;31.92;['82.66189393', '59.5425830934', '38.7004440523'];0.8100000000000023;True;0.5956923;0.0;0.0;0.02027000000000001
Bed014.segment.9;30.67;31.92;35.002;35.318;[];3.0820000000000007;False;0.30967292;0.0;0.0;0.0
Bed014.segment.12;35.931;38.067;39.32;42.06;[];1.253;False;0.22292008;0.0;0.0;0.0
Bed014.segment.13;39.32;42.06;41.79;43.66;['56.1061686667', '41.9266773846', '89.0661968622', '86.7756867769', '40.6645624568', '78.5113069421'];-0.2700000000000031;True;0.3937146;0.0;0.3618;0.26997000000000004
Bed014.segment.14;41.79;43.66;42.141;42.77;['37.9390104801', '58.9445580556', '94.2395639587'];-1.5189999999999984;True;0.6696439;0.0;0.0;0.3868100000000001
Bed014.segment.17;42.354;44.479;42.366;43.826;[];-2.1129999999999995;True;0.5259955;0.0;0.0;0.0
Bed014.segment.16;42.366;43.826;44.385;45.025;['41.1261285329', '69.6537456356', '68.3853003556', '62.9544744044', '59.7790139501', '1.61573288889', '6.09977496875', '57.8048852438'];0.5589999999999975;True;0.34139377;0.0;0.86475;-0.13524999999999998
Bed014.segment.18;44.385;45.025;44.479;45.914;['0.0', '64.6796153056'];-0.5459999999999994;True;0.3695528;0.0;0.0;0.45245
Bed014.segment.19;44.479;45.914;45.2;46.086;[];-0.7139999999999986;True;0.31779945;0.0;0.0;0.0
Bed014.segment.20;45.2;46.086;46.666;47.714;[];0.5799999999999983;True;0.38211912;0.0;0.0;0.0
Bed014.segment.21;46.666;47.714;48.12;48.863;[];0.4059999999999988;True;0.7355624;0.0;0.0;0.0
Bed014.segment.23;48.74;50.46;51.22;52.692;['43.4182428657', '49.181327398', '51.3449313169'];0.759999999999998;False;0.8360603;0.0;0.0;-0.39026000000000005
Bed014.segment.24;51.22;52.692;52.88;53.768;[];0.1880000000000024;True;0.6507916;0.0;0.0;0.0
Bed014.segment.26;53.735;53.765;54.62;56.33;['4.49849455556'];0.8549999999999969;True;0.64499104;0.0;1.07039;0.93451
Bed014.segment.27;54.62;56.33;56.2;59.841;['54.5744732639', '14.100276', '48.3209171139', '41.6013398347', '45.3131827273', '27.8973046864', '28.9267977175', '0.0'];-0.1299999999999954;True;0.60541075;0.0;0.0;-1.0
Bed014.segment.28;56.2;59.841;60.34;60.569;[];0.4990000000000023;True;0.79213625;0.0;0.0;0.0
Bed014.segment.30;60.569;61.258;62.03;64.26;[];0.7719999999999985;False;0.55164814;0.0;0.0;0.0
