segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff
Bed002.segment.1;5.79;6.2;6.393;7.043;['4.02422466667', '50.9371406173'];0.1929999999999996;True;[[0.80745196]];0.0;-0.7825500000000001;-0.40845
Bed002.segment.2;6.393;7.043;10.383;12.373;['11.8302375346'];3.339999999999999;False;[[0.54926735]];0.0;0.8211600000000001;0.3741000000000001
Bed002.segment.3;10.383;12.373;12.573;13.723;['45.4319839339', '24.0814492188', '35.0004665556', '44.8954953571', '0.895993347222', '2.19968666667', '24.6427321623', '35.53795556', '25.53365346', '3.86205564461'];0.200000000000001;False;[[0.7473101]];0.0;1.13945;0.13945000000000007
Bed002.segment.4;12.573;13.723;12.822;14.542;['0.0', '2.2370073', '0.557957183673', '40.7906111437'];-0.9010000000000016;True;[[0.4641241]];0.0;0.52503;-0.12456
Bed002.segment.5;12.822;14.542;14.655;16.18;['37.9096119852', '42.0439837127', '35.8062448402', '42.3528225514'];0.1129999999999995;True;[[0.44520015]];0.0;-0.4585299999999999;-0.14627999999999997
Bed002.segment.10;18.289;22.839;23.825;25.291;['12.5585884706', '10.2498640408', '39.051676537', '4.5807815', '2.88326249587', '31.2928715417', '44.5365371003', '40.9768962037', '30.9435342812', '46.8317251563', '37.2153604898', '1.98148688847', '16.1404964008', '2.15587502422', '43.5496313125', '1.32280938776', '1.15371733564', '44.5630450144', '43.1276976529'];0.9860000000000008;True;[[0.5460068]];0.0;0.0;-0.5255099999999999
Bed002.segment.11;23.825;25.291;25.291;28.575;[];0.0;False;[[0.5049164]];0.0;0.0;0.0
Bed002.segment.12;25.291;28.575;26.31;27.481;[];-2.265000000000001;True;[[0.8408128]];0.0;0.0;0.0
Bed002.segment.13;26.417;26.557;27.481;30.35;['39.86073725'];0.924000000000003;True;[[0.7497459]];0.0;0.0;-0.12733000000000005
Bed002.segment.15;27.481;30.35;31.379;35.529;[];1.029;True;[[0.3277157]];0.0;0.0;0.0
Bed002.segment.16;31.379;35.529;35.493;37.013;['64.7890947769', '48.0112363733', '9.49777032099', '6.057701125', '4.01049493333', '9.20101461111', '1.40204692', '3.84046078201', '0.310903', '3.20291355556', '42.3778515976', '14.1198658904', '38.5819673438', '27.3892094297', '1.68152046875', '37.1031892778', '21.915527625', '41.9352907244', '43.1114015879', '11.6734218454'];-0.0360000000000013;True;[[0.6380693]];0.0;0.7842800000000001;0.12368000000000001
Bed002.segment.17;35.493;37.013;37.281;37.461;['35.3589262963', '37.7902877531', '42.5782699688', '23.91684575', '40.7501667111', '25.17890878', '0.0', '0.0', '48.3517755467', '43.4864827599'];0.2680000000000007;True;[[0.21369824]];0.0;-0.5695800000000001;-0.50219
Bed002.segment.18;37.281;37.461;37.84;38.18;['31.6898479467'];0.3790000000000049;True;[[0.6516583]];0.0;0.8192600000000001;0.06739000000000006
Bed002.segment.19;37.84;38.18;38.142;43.61;['26.58938976'];-0.0379999999999967;True;[[0.2478283]];0.0;0.0;-0.75187
Bed002.segment.20;38.142;43.61;43.423;44.579;[];-0.1869999999999976;True;[[0.5464119]];0.0;0.0;0.0
Bed002.segment.22;45.328;46.928;46.327;47.957;['0.0', '45.4636142561', '1.8492394375', '1.76721247059', '1.5587087438', '2.55080359862', '2.93392449383', '34.513216675', '32.8355988099'];-0.6009999999999991;True;[[0.57208854]];0.0;-0.6816300000000002;-0.5126200000000001
Bed002.segment.23;46.327;47.957;48.2;53.13;['42.7048115455', '3.350401', '36.6194662145', '50.3916436108', '37.54264696'];0.2430000000000021;True;[[0.38484514]];0.0;-0.42347999999999997;-0.5996
Bed002.segment.24;48.2;53.13;50.16;51.18;['57.2791393846', '2.87666279592', '24.936827551', '15.47459425', '30.5284910139', '40.8365455494', '46.4189217778', '58.2798109388', '57.5880609231', '34.95067196', '7.83960621172', '36.0763608333', '28.3685235234', '59.826969913', '53.8276753719', '38.5282509838', '1.66032260355'];-2.970000000000006;True;[[0.2502094]];0.0;0.0;0.10820999999999992
Bed002.segment.25;50.16;51.18;52.894;53.284;[];1.7139999999999986;False;[[0.650792]];0.0;0.0;0.0
Bed002.segment.26;52.894;53.284;53.284;54.544;['10.2150980473'];0.0;False;[[0.57039285]];0.0;0.44802999999999993;0.6794899999999999
Bed002.segment.27;53.284;54.544;54.614;56.664;['51.8364956805', '2.676539', '4.6218516', '20.8634400889', '55.551081398'];0.0700000000000002;False;[[0.64050853]];0.0;-0.30674999999999986;0.02306000000000008
Bed002.segment.28;54.614;56.664;57.194;58.204;['37.3175695621', '1.50961904082', '5.51107287603', '5.34245879339', '41.7667964583', '22.4317624691', '1.35801780444', '48.3343953125', '51.7972264643'];0.5300000000000011;True;[[0.49346083]];0.0;-0.1319999999999999;-0.38837999999999995
Bed002.segment.29;57.194;58.204;58.07;58.26;['51.4065615547', '20.4023521852', '21.2338138843', '62.5799678333'];-0.1340000000000003;True;[[0.7949122]];0.0;-0.09221000000000001;-0.19920000000000004
Bed002.segment.30;58.07;58.26;58.903;59.233;['47.3443683516'];0.6430000000000007;True;[[0.9473535]];0.0;-0.18320999999999998;-0.10699000000000003
Bed002.segment.31;58.903;59.233;59.393;62.353;['20.3628150528'];0.1600000000000037;False;[[0.47141892]];0.0;0.42479;0.07621999999999995
Bed002.segment.32;59.393;62.353;59.72;60.557;['52.8382615385', '22.2169333125', '59.0322030727', '36.5678219012', '6.7094315', '21.5164058437', '43.3411240625', '0.0', '54.9263776886', '51.9740721884', '45.2606315225', '20.5506018203', '34.0234002899'];-2.6330000000000027;True;[[0.45053238]];0.0;0.0;-0.18316
Bed002.segment.33;59.72;60.557;62.653;66.443;[];2.0959999999999965;True;[[0.3186612]];0.0;0.0;0.0
Bed002.segment.34;62.653;66.443;66.443;68.423;['46.843410963', '21.26157748', '34.4647458056', '6.3320356875', '43.6529797437', '44.1619191682', '29.8786090237', '21.2478887864', '42.3912146688', '2.3143806', '1.68855530612', '23.9732878929'];0.0;False;[[0.35332948]];0.0;1.04716;0.04716000000000009
Bed002.segment.35;66.443;68.423;68.423;71.973;['0.0', '49.5193512099', '4.41239675', '43.9733589758', '20.8026191302', '8.40303229363', '4.947610609'];0.0;False;[[0.67311794]];0.0;0.20020000000000004;0.17073000000000005
Bed002.segment.36;68.423;71.973;72.444;79.404;['19.2409134', '37.3377495976', '5.69474320408', '8.37237211073', '44.0761138512', '20.9065929689', '3.66494859172', '33.3656981111', '47.1528187158', '37.3287036694', '35.6941105848', '1.55957065306', '38.8331005059'];0.4710000000000036;False;[[0.6928664]];0.0;-0.28390000000000004;-0.24639999999999995
Bed002.segment.37;72.444;79.404;81.14;83.783;['19.4023352562', '40.2574085937', '51.8060785536', '32.0348987083', '46.1506771557', '44.75787984', '29.0115774375', '47.3861162041', '38.8746645373', '16.9327160494', '39.6315481667', '38.3025990727', '1.42806957143', '2.37419292969', '1.61640374', '27.2322277578', '27.51683356', '2.5734322963', '3.03338471006', '27.0072705055', '63.4773599306', '14.0998836747', '12.1070142031', '0.125454489796', '45.0587067755', '40.1924779339', '40.4286386304', '30.6380040816', '38.3550302143', '35.9645222485', '2.89796638889', '39.0250313594', '43.5717974321'];1.7360000000000042;False;[[0.15498285]];0.0;0.0;-0.34917
Bed002.segment.38;81.14;83.783;88.19;90.59;[];4.4069999999999965;False;[[0.39789757]];0.0;0.0;0.0
Bed002.segment.39;88.19;90.59;90.59;91.91;[];0.0;False;[[0.47030887]];0.0;0.0;0.0
Bed002.segment.40;90.59;91.91;93.44;95.02;['29.3782698549', '45.8453359091', '42.0242632066'];1.5300000000000011;True;[[0.6980177]];0.0;-0.22299999999999998;-0.31804
Bed002.segment.41;93.44;95.02;95.046;95.635;['8.234874505', '24.5959933125', '10.1125594844', '9.20468965333', '6.34426133333', '42.3187166094', '53.6816781923'];0.0260000000000104;True;[[0.7060421]];0.0;0.0;-0.4114
Bed002.segment.42;95.046;95.635;96.029;98.449;[];0.3939999999999912;False;[[0.31351084]];0.0;0.0;0.0
Bed002.segment.43;96.029;98.449;98.892;102.235;['54.4891477222', '6.7518971716', '3.02146633333', '3.34424241322', '4.49703254167', '1.39560144', '2.83660365306', '24.51949672', '39.5419606503', '0.316327901235', '1.2632119', '0.407534740741', '5.47628099174', '3.88321907438', '0.38172712', '1.14490793878', '17.2121818395'];0.4429999999999978;False;[[0.2561146]];0.0;0.0;0.028380000000000072
Bed002.segment.44;98.892;102.235;102.695;103.257;[];0.4599999999999937;False;[[0.57148725]];0.0;0.0;0.0
Bed002.segment.46;102.695;103.257;103.628;105.037;[];0.3709999999999951;False;[[0.66731936]];0.0;0.0;0.0
Bed002.segment.47;103.628;105.037;105.298;107.423;[];0.2609999999999957;False;[[0.78816265]];0.0;0.0;0.0
Bed002.segment.48;105.298;107.423;107.804;108.865;[];0.3810000000000002;False;[[0.8192798]];0.0;0.0;0.0
Bed002.segment.49;107.804;108.865;109.288;110.775;[];0.4230000000000018;False;[[0.88195384]];0.0;0.0;0.0
Bed002.segment.50;109.288;110.775;110.775;112.813;[];0.0;False;[[0.8981998]];0.0;0.0;0.0
Bed002.segment.51;110.775;112.813;113.041;113.794;[];0.2279999999999944;False;[[0.69274604]];0.0;0.0;0.0
Bed002.segment.52;113.041;113.794;113.794;115.055;[];0.0;False;[[0.6685456]];0.0;0.0;0.0
Bed002.segment.53;113.794;115.055;115.055;116.211;[];0.0;False;[[0.47665578]];0.0;0.0;0.0
Bed002.segment.54;115.055;116.211;116.211;117.251;[];0.0;False;[[0.58129644]];0.0;0.0;0.0
Bed002.segment.55;116.211;117.251;117.251;118.601;[];0.0;False;[[0.65687525]];0.0;0.0;0.0
Bed002.segment.56;117.251;118.601;118.601;121.548;[];0.0;False;[[0.8699076]];0.0;0.0;0.0
Bed002.segment.57;118.601;121.548;122.453;124.702;[];0.9050000000000012;False;[[0.86568904]];0.0;0.0;0.0
Bed002.segment.58;122.453;124.702;124.702;125.51;[];0.0;False;[[0.80541027]];0.0;0.0;0.0
Bed002.segment.59;124.702;125.51;125.51;126.137;[];0.0;False;[[0.86689425]];0.0;0.0;0.0
Bed002.segment.60;125.51;126.137;126.38;127.799;[];0.242999999999995;False;[[0.68182206]];0.0;0.0;0.0
Bed002.segment.61;126.38;127.799;128.053;129.163;[];0.2539999999999907;False;[[0.7148974]];0.0;0.0;0.0
Bed002.segment.62;128.053;129.163;129.359;131.804;[];0.1959999999999979;False;[[0.7059091]];0.0;0.0;0.0
Bed002.segment.63;129.359;131.804;132.25;134.07;[];0.4459999999999979;False;[[0.8259572]];0.0;0.0;0.0
