segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff
Bro018.segment.1;1.04;7.35;1.988;3.578;[];-5.362;True;[[0.530944]];0.0;0.0;0.0
Bro018.segment.3;3.578;4.723;5.5;10.69;[];0.7770000000000001;False;[[0.24341762]];0.0;0.0;0.0
Bro018.segment.4;5.5;10.69;7.024;7.551;['79.3763575234', '53.843339518', '16.7500383611', '82.5381204132', '92.8834544815', '86.77488438', '37.85742825', '88.6368693696', '31.053018395', '12.862333963', '44.5251731701', '0.0', '50.1814896281', '67.4731809645', '46.5129978462', '22.81577696', '39.7796413728'];-3.666;True;[[0.22710761]];0.0;-1.09011;-0.73027
Bro018.segment.6;10.96;11.18;10.96;11.276;['18.456616699'];-0.2199999999999988;True;[[0.26978627]];0.0;0.6674899999999999;0.35983999999999994
Bro018.segment.8;11.336;18.116;18.54;18.78;['81.7976420625', '54.1539565306', '8.10295877778', '3.98322632', '8.30369958277', '2.67499504132', '1.36810383333', '89.0872526759', '20.9504326942', '72.26709132', '21.7590825207', '79.2978322533', '16.4477030511', '67.9217009298', '94.3957024766', '63.6253529931', '84.153201301'];0.4239999999999995;True;[[0.29926455]];0.0;0.0;-0.005070000000000019
Bro018.segment.9;18.54;18.78;19.429;21.479;[];0.6489999999999974;True;[[0.6148691]];0.0;0.0;0.0
Bro018.segment.10;19.429;21.479;23.53;28.15;['65.5158742578', '3.35806088', '63.3047473861', '104.673468627'];2.051000000000002;False;[[0.43293962]];0.0;-0.24080999999999986;-0.007329999999999948
Bro018.segment.11;23.53;28.15;29.322;30.512;['88.1530373484', '89.6355506667', '3.25275807812', '54.6730032778', '102.046785093', '64.4327321111', '47.2882727715', '39.2679014074', '20.8794846444', '89.3075803804', '93.31177252'];1.1720000000000006;False;[[0.35993287]];0.0;-0.04628999999999994;-0.35105
Bro018.segment.12;29.322;30.512;32.1;34.6;['90.880101719', '98.5832438343', '60.3122237968'];1.588000000000001;False;[[0.45816135]];0.0;-0.19882;0.13319999999999999
Bro018.segment.13;32.1;34.6;35.567;36.607;['63.84368656', '91.3160953125', '38.9283551267'];0.9669999999999987;True;[[0.5119254]];0.0;-0.91069;-0.8200000000000001
Bro018.segment.14;35.567;36.607;37.633;42.877;['34.5105354875', '7.71608858333', '22.7202796122', '45.6557056022'];1.0260000000000034;False;[[0.68231165]];0.0;0.48821;-0.51179
Bro018.segment.16;37.78;43.18;43.29;45.22;['0.0', '73.955202832', '6.98554305556', '2.72160336', '45.7756437578', '79.6076283795', '36.165108782', '45.4868125', '69.9510302647', '59.6281248658', '7.66872572', '7.75666201778', '67.484099575', '90.4281701543'];0.1099999999999994;True;[[0.46712554]];0.0;-0.6620699999999999;-0.3208
