segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff
Bmr022.segment.2;0.269;1.33;0.489;1.399;['43.8623847692'];-0.8410000000000001;True;[[0.77705616]];0.0;-0.853;-0.26942
Bmr022.segment.3;0.489;1.399;3.755;8.237;['24.4767961641', '10.5350904463', '11.8656475306'];2.356;True;[[0.25082114]];0.0;0.0;0.9060699999999999
Bmr022.segment.4;3.755;8.237;4.199;4.719;[];-4.038;True;[[0.19432434]];0.0;0.0;0.0
Bmr022.segment.5;4.199;4.719;7.694;10.181;[];2.975;False;[[0.3909409]];0.0;0.0;0.0
Bmr022.segment.7;7.694;10.181;9.653;12.903;[];-0.5279999999999987;True;[[0.29848248]];0.0;0.0;0.0
Bmr022.segment.8;9.653;12.903;10.181;11.2;['44.4580744938', '2.38950289844', '54.9709090176', '47.5415180816', '48.2362191', '46.005283719', '41.8101386531', '47.1447175385', '3.03268952', '59.5018673086', '49.2682181235'];-2.7220000000000013;True;[[0.14348069]];0.0;0.0;-0.20033
Bmr022.segment.9;10.181;11.2;11.97;13.1;[];0.7700000000000014;True;[[0.35486916]];0.0;0.0;0.0
Bmr022.segment.10;11.97;13.1;12.893;14.573;['6.2590815', '7.19095119728', '72.4980564875', '33.1078222851'];-0.2069999999999989;True;[[0.9423605]];0.0;0.0;0.39616000000000007
Bmr022.segment.11;12.893;14.573;14.132;15.288;[];-0.4410000000000007;True;[[0.35087508]];0.0;0.0;0.0
Bmr022.segment.12;14.132;15.288;14.64;16.07;[];-0.6479999999999997;True;[[0.5370922]];0.0;0.0;0.0
Bmr022.segment.13;14.64;16.07;15.376;16.999;['55.0418787901', '69.3031664706', '64.25438075', '28.6564212222', '46.1698695128'];-0.6940000000000008;True;[[0.55691445]];0.0;0.0;-0.62542
Bmr022.segment.14;15.376;16.999;18.71;20.082;[];1.711000000000002;True;[[0.89195776]];1.0;0.0;0.0
Bmr022.segment.15;18.71;20.082;20.64;21.42;[];0.5579999999999998;False;[[0.9679866]];0.0;0.0;0.0
Bmr022.segment.16;20.64;21.42;21.79;28.31;['42.273452716'];0.3699999999999974;False;[[-0.03850535]];0.0;-0.0334500000000002;0.2569999999999999
Bmr022.segment.17;21.79;28.31;29.361;32.921;['35.8206977959', '8.06597388889', '34.8949225142', '5.4950295625', '3.76177048771', '14.3639104062', '42.4284579753', '38.1964575372', '27.1882030417', '35.7157916889', '6.81794540625', '2.69496755709', '0.689577877551', '19.1321423719', '23.0961132674', '6.22395730813', '1.64170132', '38.5523737438', '23.0410158756', '2.83032237045', '44.119242535', '31.9999763828', '40.7064003628'];1.051000000000002;False;[[0.2813813]];0.0;-0.27447;-0.26676999999999995
Bmr022.segment.18;29.361;32.921;34.01;35.74;['34.5536317509', '27.1960543373', '2.9388899', '38.0954085333', '53.0145112287', '52.6804604375', '64.5281190153', '4.322508875', '5.40498795833', '33.6328762708', '31.1925134913', '36.55273375', '26.2044534785', '39.7864484531'];1.0889999999999986;False;[[0.48081693]];0.0;-0.20694;-0.27197000000000005
Bmr022.segment.19;34.01;35.74;35.551;36.291;['37.1423883067', '1.11429088889', '1.12722034375', '1.58383576', '1.6541195', '4.2706516875', '30.6465188926', '37.3350227219', '2.45794873373', '2.29541081778', '26.13188932'];-0.189;True;[[0.3933242]];0.0;0.0;-0.10341999999999996
Bmr022.segment.20;35.551;36.291;36.183;40.883;[];-0.1079999999999969;True;[[0.35084608]];1.0;0.0;0.0
Bmr022.segment.21;36.183;40.883;41.083;44.053;['52.0384414861', '18.83732392', '54.4663850937', '66.4163450796', '49.6267155702', '42.1612933202', '21.2545614756', '8.171370375', '64.3539464555', '50.6010872', '9.72073677333', '1.60205824', '4.0759775', '2.99998904082', '1.82869116327', '13.9179546391', '23.9051096245', '43.4312377222', '13.4488716352'];0.1999999999999957;False;[[0.24830712]];0.0;0.1392;0.15356999999999998
Bmr022.segment.22;41.083;44.053;44.653;48.813;['39.4201223111', '1.13922316052', '1.1884791', '1.7124795', '2.183731', '0.869274444444', '1.90615272', '1.01830333333', '1.63976690909', '0.0726304793388', '1.37073957025', '24.0929342551', '49.5550124267', '41.6674581696'];0.6000000000000014;False;[[0.499394]];0.0;-0.28432999999999997;-0.47577
Bmr022.segment.23;44.653;48.813;49.38;52.468;['40.1880908975', '4.01307343056', '44.8964719118', '22.2820004198', '3.78672899654', '7.96077872', '7.77680833333', '18.0614479645', '16.46281085', '11.5313714083', '6.436036125', '26.1231151875', '44.9819279174', '38.4769448519', '44.272566', '28.94106902', '4.50730691124', '17.5779746814', '11.7961754074', '20.7116493264'];0.5670000000000002;False;[[0.58334255]];0.0;0.0;0.16210999999999998
Bmr022.segment.24;49.38;52.468;52.61;53.308;[];0.1419999999999959;True;[[0.35612273]];0.0;0.0;0.0
Bmr022.segment.25;52.61;53.308;53.16;54.18;[];-0.1480000000000032;True;[[0.640924]];0.0;0.0;0.0
