segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff
Bro019.segment.1;0.17;3.29;0.83;1.47;['10.8735294824', '29.6224818843', '27.5022726667', '0.0', '17.7024562667'];-2.46;True;0.44554332;0.0;0.09623000000000004;0.27213
Bro019.segment.2;0.83;1.47;3.46;5.741;['44.8596662041', '36.56689085'];1.99;True;0.3944448;0.0;0.0;0.1047499999999999
Bro019.segment.3;3.46;5.741;5.851;6.181;[];0.1100000000000003;True;0.3783365;0.0;0.0;0.0
Bro019.segment.4;5.851;6.181;6.58;8.5;['43.1327543296'];0.399;True;0.47855765;0.0;-0.57927;-0.49524999999999997
Bro019.segment.5;6.58;8.5;7.808;8.178;['47.0756862959', '44.229401864'];-0.6920000000000002;True;0.47855765;0.0;-0.07501000000000002;-0.64432
Bro019.segment.6;7.808;8.178;9.42;11.924;['40.243367369'];1.241999999999999;True;0.982309;0.0;0.0;-0.56931
Bro019.segment.7;9.42;11.924;10.067;10.727;[];-1.8569999999999995;True;0.9054076;0.0;0.0;0.0
Bro019.segment.8;10.067;10.727;11.924;20.344;['11.0822866864', '1.9004950625', '21.66204766', '45.0899833457'];1.1969999999999992;True;0.1354188;0.0;0.0;-0.4474
Bro019.segment.9;11.924;20.344;12.74;16.57;[];-7.604000000000001;True;0.65312004;0.0;0.0;0.0
Bro019.segment.13;20.514;29.444;23.74;23.95;['33.5306079669', '54.2674679587', '43.6726086049', '17.5717581736', '48.6812357755', '48.7598558025', '6.03341157093', '8.50919069204', '30.5672692038', '43.1242150493', '19.2121028286', '40.9544381703', '35.4457264671', '35.1252658512', '45.6842404375', '43.1736785587', '31.8567227344', '40.9616876', '38.6541313163', '41.6851299369', '0.0', '39.5974150744', '25.8594458339', '38.4592417415', '37.2217634694', '7.528276875', '6.8756628595', '6.40037197531', '16.477552455', '32.3466204', '8.61920970414'];-5.704000000000001;True;0.2136364;0.0;0.0;0.6453
Bro019.segment.14;23.74;23.95;29.25;29.61;[];5.300000000000001;False;0.95239806;0.0;0.0;0.0
Bro019.segment.15;29.25;29.61;29.897;30.654;[];0.286999999999999;True;0.5964226;0.0;0.0;0.0
Bro019.segment.16;29.897;30.654;30.07;36.037;[];-0.5839999999999996;True;0.695343;0.0;0.0;0.0
Bro019.segment.18;30.704;31.554;31.924;35.784;['6.62632007407', '4.55392142857', '2.76910957031', '36.2428638281', '2.49667636', '26.7877919388'];0.370000000000001;False;0.28112507;0.0;0.10777999999999999;-0.008380000000000054
Bro019.segment.19;31.924;35.784;36.024;42.194;['51.4258990296', '0.48734231405', '46.242525963', '57.1040835986', '46.9594206011', '3.022069456', '41.3002699733', '44.46998304', '0.879735612457', '2.89442438227', '4.37894702041', '40.3579097609', '39.430723962', '44.0986251856'];0.240000000000002;False;0.56635034;0.0;0.35638;-0.21808000000000005
Bro019.segment.20;36.024;42.194;36.29;36.48;['37.55246124', '16.22519994', '1.66034946875', '0.811227798817', '1.28995065928', '1.1790915', '0.4436568', '32.7303711419', '41.5630420069', '45.5356174723', '11.5342176568', '32.8700837355', '1.72477402041', '23.0258695556', '16.2748667407', '16.4583553241', '1.33398466116', '30.8114208698', '37.7113106968', '1.42108547152e-14', '36.381708', '29.4052316125', '41.9367646133', '1.665247875', '0.5805015', '4.68647239506', '26.4292622812', '37.4483107347', '8.07357024793', '36.1698708267'];-5.904000000000004;True;0.15092903;0.0;0.0;-0.28271999999999997
Bro019.segment.21;36.29;36.48;36.63;39.29;[];0.1500000000000056;True;0.22116709;0.0;0.0;0.0
Bro019.segment.24;42.654;47.874;43.58;44.39;['44.0085341481', '3.738876375', '1.47554348', '17.6679460278', '43.6144757813', '57.1846146', '6.56434397633', '5.21849714286', '1.5888973125', '2.58925732544', '3.00274877509', '31.48369525', '35.041691625', '36.5825921111', '31.1537528304', '31.9214269091', '41.4992185', '3.89459568182', '31.0589106281', '23.6459160083', '38.7780428472', '0.0', '39.8366966531', '40.7138725048', '36.3021808772', '41.6481604438', '35.7477617851', '0.451564875', '14.5640506503'];-4.294000000000004;True;0.21858019;0.0;-0.13659;0.13152999999999992
Bro019.segment.27;48.31;48.86;49.0;53.9;['9.02134772779', '9.89129956787'];0.1400000000000005;True;0.18320718;0.0;0.40947999999999996;0.32136999999999993
Bro019.segment.28;49.0;53.9;53.233;56.572;['34.76612412', '45.4023930796', '32.2423281198', '20.2154715918', '42.1613175102', '0.0', '36.55311348', '24.3919021837', '7.64442692308', '46.1647125398', '43.112033879', '31.3806755702', '0.0', '40.2860975714', '13.4124107755', '33.6251581633', '35.2699541784', '29.171736213', '32.0578785042', '42.4019860317', '37.1284129863', '33.5306558367'];-0.6670000000000016;True;0.6365843;0.0;0.37200999999999995;-0.06908000000000003
