segID;StartTimeA;EndTimeA;StartTimeB;EndTimeB;f0_stds;pause;speakerChange;similarity;boundary;f0_diff;f0_baseline_diff
Bmr027.segment.1;0.357;0.807;1.454;4.153;[];0.6469999999999999;True;[[0.21210745]];0.0;0.0;0.0
Bmr027.segment.2;1.454;4.153;4.027;5.257;['46.2560047521', '22.4873791074', '81.4704239669', '36.02361025', '45.6755643401', '52.3516963636', '41.2379729256', '20.1496909012'];-0.1259999999999994;True;[[0.6438087]];0.0;-0.02967999999999993;0.07061000000000006
Bmr027.segment.3;4.027;5.257;5.518;5.935;['29.8337066033', '37.6288300826'];0.2610000000000001;True;[[0.4208429]];0.0;-0.21975;-0.29479
Bmr027.segment.5;6.025;6.485;6.072;8.743;['98.085965475'];-0.4130000000000002;True;[[0.51840866]];0.0;0.0;-0.07504
Bmr027.segment.6;6.072;8.743;7.83;9.178;[];-0.9130000000000004;True;[[0.56684303]];0.0;0.0;0.0
Bmr027.segment.7;7.83;9.178;9.11;9.33;[];-0.0680000000000013;True;[[0.37601334]];0.0;0.0;0.0
Bmr027.segment.9;9.11;9.33;9.604;9.694;['30.2944644074'];0.2739999999999991;True;[[0.6767583]];0.0;0.060069999999999846;0.14145999999999992
Bmr027.segment.10;9.604;9.694;9.73;10.2;['36.1792037037'];0.0359999999999995;True;[[0.74531865]];0.0;0.2915000000000001;0.08139000000000007
Bmr027.segment.11;9.73;10.2;11.136;12.43;['46.5142323462'];0.936;False;[[0.7494463]];0.0;-0.13883;-0.21011000000000002
Bmr027.segment.13;11.255;11.445;12.388;15.854;['60.5046306406'];0.9429999999999996;True;[[0.11304834]];0.0;0.0;-0.07128000000000001
Bmr027.segment.14;12.388;15.854;13.056;13.806;[];-2.798;True;[[0.22094443]];0.0;0.0;0.0
Bmr027.segment.15;13.056;13.806;14.495;15.996;[];0.6890000000000001;True;[[0.5515163]];0.0;0.0;0.0
Bmr027.segment.19;15.384;17.79;15.684;16.357;['36.02361025', '45.6755643401'];-2.106;True;[[0.97075313]];0.0;0.0;-0.09996000000000005
Bmr027.segment.22;16.279;17.76;18.614;21.164;[];0.8539999999999992;True;[[0.45856738]];0.0;0.0;0.0
Bmr027.segment.23;18.614;21.164;19.341;21.011;['57.50494816', '1.07996849135', '3.90610995062', '50.85670734', '7.41711034568', '4.87142532703', '2.3307607963', '50.355113537', '16.0453957143'];-1.8230000000000004;True;[[0.26640147]];0.0;0.23470000000000013;0.2555400000000001
Bmr027.segment.24;19.341;21.011;22.013;23.309;['82.8844980277', '0.0', '67.6592856408', '9.72410648765', '35.39651157', '36.8670419863'];1.0020000000000024;False;[[0.55745095]];0.0;-0.40891999999999995;-0.57685
Bmr027.segment.26;25.311;25.541;26.75;31.02;['40.68875641'];1.2089999999999996;True;[[0.3605783]];0.0;0.0;-0.16793000000000002
Bmr027.segment.27;26.75;31.02;30.962;31.773;[];-0.0579999999999998;True;[[0.45294088]];0.0;0.0;0.0
Bmr027.segment.29;31.515;32.045;33.134;34.324;['0.0', '40.3985543027'];1.0889999999999986;True;[[0.8095239]];0.0;0.0;-0.19908000000000003
Bmr027.segment.30;33.134;34.324;34.199;34.793;[];-0.125;True;[[0.84749234]];0.0;0.0;0.0
Bmr027.segment.31;34.199;34.793;34.324;38.181;[];-0.4690000000000012;True;[[0.70542824]];1.0;0.0;0.0
Bmr027.segment.32;34.324;38.181;35.56;41.703;[];-2.620999999999995;True;[[0.0111478]];0.0;0.0;0.0
Bmr027.segment.33;35.56;41.703;35.644;36.364;['29.8337066033', '37.6288300826', '30.2944644074', '57.2288304575', '62.3528261733', '11.933690497', '82.8844980277', '0.0', '67.6592856408', '9.72410648765', '35.39651157', '36.8670419863', '18.4375395', '48.8157384', '46.8581272222', '37.7226528889', '5.63807310204', '8.48057985488', '5.77611346746', '4.01788971429', '1.23233174', '3.51893229586', '39.1173832', '17.0569665', '43.5009865', '40.1816758368', '29.3980000512', '38.0900475', '3.7606585', '28.46598604', '19.4564774063', '19.0123896735', '0.0', '40.3985543027', '65.2928595156', '52.5084508889', '1.085537', '60.9176464568', '8.290777625', '7.3776312128', '30.315078856', '43.4147147372', '43.5414986873', '42.0127194669', '38.4533833', '28.6355933672', '0.728675454545', '0.944542615385', '2.88404134375', '1.27960535111', '2.74833407639', '3.21532960998', '2.3468171', '1.47924440816', '0.403449802469', '41.5054826939', '42.2974033667', '54.2281195'];-6.059000000000005;True;[[0.00116445]];0.0;0.0;-0.26087000000000005
Bmr027.segment.37;35.644;36.364;41.393;42.324;[];5.029000000000004;True;[[0.95427746]];0.0;0.0;0.0
Bmr027.segment.36;41.703;43.94;42.928;43.917;[];-1.0120000000000005;True;[[0.2997898]];0.0;0.0;0.0
Bmr027.segment.39;43.957;50.247;45.299;45.931;['52.6514805185', '53.4531910123', '26.5473799063', '55.0596530725', '44.6912222479', '36.623488524', '15.9757594083', '31.1966101488', '39.3582496886', '45.4662951856', '56.9290845926', '37.753342281', '47.5119698336', '41.7384439898', '48.6984415654', '3.96573308163', '24.5864513791', '49.1980728754', '21.9770287456'];-4.948;True;[[0.30881983]];0.0;0.13369999999999993;0.06241999999999992
Bmr027.segment.41;50.286;57.229;50.713;50.897;['60.5046306406', '57.50494816', '1.07996849135', '3.90610995062', '50.85670734', '7.41711034568', '4.87142532703', '2.3307607963', '50.355113537', '16.0453957143', '40.68875641', '53.25657168', '27.4394622959', '52.6514805185', '53.4531910123', '26.5473799063', '55.0596530725', '44.6912222479', '36.623488524', '15.9757594083', '31.1966101488', '39.3582496886', '45.4662951856', '56.9290845926', '37.753342281', '47.5119698336', '41.7384439898', '48.6984415654', '3.96573308163', '24.5864513791', '49.1980728754', '21.9770287456', '26.5101248205', '27.5217322959', '43.9643517357', '27.9646730741', '48.04644342', '27.4367857029', '38.082413102', '38.0676320975', '21.8644516444', '33.5106700816', '47.1001322422', '2.61060975207', '10.6495776747', '39.4781844824'];-6.515999999999998;True;[[0.37044328]];0.0;0.05306999999999995;-0.08869000000000005
Bmr027.segment.45;55.46;55.72;56.515;58.4;['37.78038732'];0.7950000000000017;True;[[0.47150567]];0.0;0.52244;-0.14176
Bmr027.segment.47;57.516;58.456;58.493;58.909;['38.99917325', '50.9680737143', '50.3582308889', '39.83203308', '0.27624962', '3.9830027313'];0.036999999999999;False;[[0.4848038]];0.0;0.0;0.19514999999999993
Bmr027.segment.49;58.93;59.623;59.93;60.17;[];0.3070000000000021;True;[[0.34526134]];0.0;0.0;0.0
Bmr027.segment.51;60.177;61.907;62.115;67.76;['58.1603309091', '24.16335734', '38.56263499', '11.7269891122', '23.4061555556', '39.0046307937'];0.2080000000000055;False;[[0.36831915]];0.0;0.0;-0.09036
Bmr027.segment.52;62.115;67.76;67.002;69.622;[];-0.7580000000000098;True;[[0.8615711]];0.0;0.0;0.0
Bmr027.segment.53;67.002;69.622;71.049;75.159;['50.1587065', '50.5128897901', '0.6007461', '5.87480263905', '23.3419456875', '44.508350062', '24.8435793837', '36.1510792854', '43.801286572', '41.161637895', '44.664138625', '46.9375435733'];1.4270000000000067;True;[[0.3119881]];0.0;-0.3396199999999999;-0.24222
Bmr027.segment.55;71.049;75.159;71.052;71.342;['49.5468399527', '0.0635613888889', '3.72612992388', '34.1208081657', '45.5286437', '48.4938667562', '29.4359053333', '1.5084524375', '23.0225265625', '35.120625', '34.7557405097', '11.5994053018', '0.592668222222', '14.6494200136', '7.60676213018', '4.5470108', '48.1702312249', '40.95928614'];-4.106999999999999;True;[[0.25784695]];0.0;0.13981999999999994;-0.06954000000000005
Bmr027.segment.54;71.052;71.342;74.857;75.137;['43.2844328926'];3.515000000000001;True;[[1.]];0.0;-0.03661000000000003;-0.20936
Bmr027.segment.56;74.857;75.137;77.496;79.349;['35.3336540331'];2.3589999999999947;False;[[0.4638356]];0.0;-0.5448999999999999;-0.17274999999999996
Bmr027.segment.58;77.993;80.603;79.92;81.155;['54.7282046562', '71.4869389136', '49.29072732', '5.923546875', '28.542452314', '41.9884838657', '39.2891159456', '62.0526934375', '50.2410587622', '8.9930278615', '2.23405575', '4.258746875'];-0.6829999999999927;True;[[0.47829092]];0.0;0.5174399999999999;0.4461599999999999
Bmr027.segment.59;79.92;81.155;81.69;84.283;['60.5046306406', '57.50494816', '1.07996849135', '3.90610995062', '50.85670734', '7.41711034568', '4.87142532703', '2.3307607963', '50.355113537', '16.0453957143', '40.68875641', '53.25657168', '27.4394622959', '52.6514805185', '53.4531910123', '26.5473799063', '55.0596530725', '44.6912222479', '36.623488524', '15.9757594083', '31.1966101488', '39.3582496886', '45.4662951856', '56.9290845926', '37.753342281', '47.5119698336', '41.7384439898', '48.6984415654', '3.96573308163', '24.5864513791', '49.1980728754', '21.9770287456', '26.5101248205', '27.5217322959', '43.9643517357', '27.9646730741', '48.04644342', '27.4367857029', '38.082413102', '38.0676320975', '21.8644516444', '33.5106700816', '47.1001322422', '2.61060975207', '10.6495776747', '39.4781844824', '38.99917325', '50.9680737143', '50.3582308889', '39.83203308', '0.27624962', '3.9830027313', '50.1587065', '50.5128897901', '0.6007461', '5.87480263905', '23.3419456875', '44.508350062', '24.8435793837', '36.1510792854', '43.801286572', '41.161637895', '44.664138625', '46.9375435733', '35.3336540331'];0.5349999999999966;False;[[0.36282718]];1.0;-0.24290999999999996;-0.17274999999999996
Bmr027.segment.61;82.03;87.56;88.269;89.913;['36.2379735266', '14.9362614102', '41.9833346844', '46.924846759', '50.3359411429', '24.2607837851', '52.1825040831', '7.01464117647', '2.88302741667', '25.7666203878', '38.3380312439', '42.1710174118', '33.18572804', '44.9682603322', '42.6327797294', '44.1558645473', '20.568094602', '2.79528753633'];0.7090000000000032;False;[[0.09012631]];0.0;0.0;0.22548999999999997
Bmr027.segment.62;88.269;89.913;91.122;91.409;[];1.2090000000000032;False;[[0.32156324]];0.0;0.0;0.0
Bmr027.segment.63;91.122;91.409;91.489;94.489;[];0.0799999999999983;False;[[0.2604659]];0.0;0.0;0.0
Bmr027.segment.64;91.489;94.489;94.555;95.129;['36.7011824062', '43.7873679239', '22.7465161453', '9.62329816568', '52.04015725', '28.8489613457', '8.31558347222', '6.1745585', '6.81410663889', '5.41392206612', '23.9294687578', '31.5423411071'];0.0660000000000025;True;[[0.24604523]];0.0;-0.26924000000000003;-0.14015999999999995
Bmr027.segment.66;95.36;95.72;95.73;95.98;['27.4867260325'];0.0100000000000051;True;[[0.98244786]];0.0;0.5634600000000001;0.12908000000000008
Bmr027.segment.67;95.73;95.98;96.239;98.66;['39.3144470526'];0.2590000000000003;True;[[0.9202879]];0.0;0.0;-0.43438
Bmr027.segment.68;96.239;98.66;97.79;99.16;[];-0.8699999999999903;True;[[0.43577296]];0.0;0.0;0.0
Bmr027.segment.69;97.79;99.16;99.46;103.77;['46.185081375', '37.0652601923', '12.7819020227', '40.3549682344', '31.1383257232'];0.2999999999999971;True;[[0.38733935]];0.0;-0.16952;-0.29064
Bmr027.segment.70;99.46;103.77;103.896;104.096;['57.498284404', '68.0728684044', '50.3406917486', '43.7058332245', '56.1977263806', '50.5314137415', '15.0043967755', '3.18760183432', '1.33460092562', '2.1127656', '40.5793318469', '32.2086053648', '33.03842784', '50.8710000969', '56.214716868'];0.1260000000000047;True;[[0.21282369]];0.0;-0.008489999999999998;-0.042950000000000044
Bmr027.segment.71;103.896;104.096;104.542;109.732;['51.3345933979'];0.4459999999999979;False;[[0.22121245]];0.0;-0.6832300000000001;-0.034460000000000046
Bmr027.segment.72;104.542;109.732;106.521;107.341;['13.1285487857', '32.606478125', '44.5545415556', '21.32171772', '37.1210497347', '12.3377788304', '0.950913777778', '1.28784668056', '1.38598054438', '31.2417661728', '38.0329330794', '37.7959666049', '19.5481753518', '48.9717885778', '3.59136142222', '25.5020212562', '9.39795219753', '38.1558146944', '53.4125968289'];-3.2109999999999985;True;[[0.41147837]];0.0;-0.75011;-0.33170999999999995
Bmr027.segment.73;106.521;107.341;110.232;114.332;['12.9838557855', '2.70625446939', '26.4190264852'];2.8910000000000053;True;[[0.3293669]];0.0;-0.07478000000000007;-0.12587000000000004
Bmr027.segment.74;110.232;114.332;114.802;116.212;['27.5353901661', '0.363655617778', '25.6403753571', '5.220239', '1.69767747929', '13.7126221597', '36.6704349556', '40.656744544', '40.9042507347', '25.2115854583', '2.81130114286', '4.03365031579', '45.6297868235', '36.044234898', '2.197519', '38.4988687741'];0.4700000000000131;False;[[0.6490463]];0.0;0.14696999999999993;-0.18722000000000005
Bmr027.segment.75;114.802;116.212;115.676;119.098;['48.849369', '6.58285753086', '3.82336386667', '1.79750977778', '2.03193264', '19.7025868672', '42.4569243733', '34.6306933333'];-0.5360000000000014;True;[[0.45872104]];0.0;-0.39769999999999994;-0.46897999999999995
Bmr027.segment.76;115.676;119.098;118.73;120.13;['60.5046306406', '57.50494816', '1.07996849135', '3.90610995062', '50.85670734', '7.41711034568', '4.87142532703', '2.3307607963', '50.355113537', '16.0453957143', '40.68875641', '53.25657168', '27.4394622959', '52.6514805185', '53.4531910123', '26.5473799063', '55.0596530725', '44.6912222479', '36.623488524', '15.9757594083', '31.1966101488', '39.3582496886', '45.4662951856', '56.9290845926', '37.753342281', '47.5119698336', '41.7384439898', '48.6984415654', '3.96573308163', '24.5864513791', '49.1980728754', '21.9770287456', '26.5101248205', '27.5217322959', '43.9643517357', '27.9646730741', '48.04644342', '27.4367857029', '38.082413102', '38.0676320975', '21.8644516444', '33.5106700816', '47.1001322422', '2.61060975207', '10.6495776747', '39.4781844824', '38.99917325', '50.9680737143', '50.3582308889', '39.83203308', '0.27624962', '3.9830027313', '50.1587065', '50.5128897901', '0.6007461', '5.87480263905', '23.3419456875', '44.508350062', '24.8435793837', '36.1510792854', '43.801286572', '41.161637895', '44.664138625', '46.9375435733', '35.3336540331', '27.4867260325', '27.18948148', '44.7180447867', '57.498284404', '68.0728684044', '50.3406917486', '43.7058332245', '56.1977263806', '50.5314137415', '15.0043967755', '3.18760183432', '1.33460092562', '2.1127656', '40.5793318469', '32.2086053648', '33.03842784', '50.8710000969', '56.214716868', '12.9838557855', '2.70625446939', '26.4190264852', '47.0379121111', '5.87785651563', '1.72517569529', '2.47187439669', '1.3238022', '33.9162071467', '1.6350176', '27.5678030769', '25.9039301852', '7.24365352663'];-0.367999999999995;True;[[0.5562958]];0.0;0.29451000000000005;0.4971000000000001
Bmr027.segment.77;118.73;120.13;120.61;121.26;['14.1169736448', '26.988554963', '40.6220365741'];0.480000000000004;True;[[0.9896646]];0.0;-0.28385000000000005;-0.33559000000000005
Bmr027.segment.78;120.61;121.26;121.87;123.28;['45.717630605', '34.9191317781'];0.6099999999999994;False;[[0.35539702]];0.0;-0.16805000000000003;-0.37882000000000005
Bmr027.segment.79;121.87;123.28;123.025;123.734;['37.8191497855', '43.3757398333', '20.4870534074', '2.59795254545', '24.8307747769', '29.3942421562', '25.72316259', '44.7871618678'];-0.2549999999999954;True;[[0.72777903]];0.0;0.0;0.6599900000000001
